,Var1,Var2,value
5048,FoodGroupIntakeScore.LowFatDairyProducts,Butyric.Acid,-0.01
7928,FoodGroupIntakeScore.LowFatDairyProducts,CDCA,-0.01
7208,FoodGroupIntakeScore.LowFatDairyProducts,FoodGroupIntakeScore.Fish,-0.01
3968,FoodGroupIntakeScore.LowFatDairyProducts,pseudocatenulatum,-0.01
7838,FoodGroupIntakeScore.LowFatDairyProducts,TDCA,-0.01
4238,FoodGroupIntakeScore.LowFatDairyProducts,Valeric.Acid,-0.01
1465,FoodGroupIntakeScore.NonRefinedCereals,animalis.animalis,-0.01
7770,FoodGroupIntakeScore.Nuts,FoodGroupIntakeScore.DietSoftDrinks,-0.01
7609,FoodGroupIntakeScore.Olives,FoodGroupIntakeScore.Alcohol,-0.01
7699,FoodGroupIntakeScore.Olives,FoodGroupIntakeScore.Sauces,-0.01
1309,FoodGroupIntakeScore.Olives,Isovaleric.Acid,-0.01
1858,FoodGroupIntakeScore.Potatoes,GDHCA,-0.01
256,FoodGroupIntakeScore.RedMeatAndProducts,bMCA,-0.01
7996,FoodGroupIntakeScore.RedMeatAndProducts,CDCA,-0.01
796,FoodGroupIntakeScore.RedMeatAndProducts,CDCA.3OH.S,-0.01
2056,FoodGroupIntakeScore.RedMeatAndProducts,LCA,-0.01
7902,FoodGroupIntakeScore.RefinedCereals,TDCA,-0.01
173,FoodGroupIntakeScore.RegularSoftDrinks,Propionic.Acid,-0.01
2314,FoodGroupIntakeScore.SaltySnacks,aMCA,-0.01
964,FoodGroupIntakeScore.SaltySnacks,TUDCA,-0.01
4406,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.Olives,-0.01
1417,FoodGroupIntakeScore.Sweeteners,FoodGroupIntakeScore.Eggs,-0.01
1777,FoodGroupIntakeScore.Sweeteners,TCA,-0.01
4297,FoodGroupIntakeScore.Sweeteners,Valeric.Acid,-0.01
3127,FoodGroupIntakeScore.Sweeteners,Valine,-0.01
4213,FoodGroupIntakeScore.Sweets,TDHCA,-0.01
3594,FoodGroupIntakeScore.TotalSoftDrinks,DCA.3OH.S,-0.01
7284,FoodGroupIntakeScore.TotalSoftDrinks,FoodGroupIntakeScore.Fish,-0.01
1884,FoodGroupIntakeScore.TotalSoftDrinks,GDHCA,-0.01
1974,FoodGroupIntakeScore.TotalSoftDrinks,UDCA,-0.01
611,FoodGroupIntakeScore.VegetableOils,Acetic.Acid,-0.01
2051,FoodGroupIntakeScore.VegetableOils,LCA,-0.01
1788,FoodGroupIntakeScore.Vegetables,TCA,-0.01
3318,FoodGroupIntakeScore.Vegetables,THCA,-0.01
370,GCA,FoodGroupIntakeScore.CoffeTea,-0.01
3610,GCA,GUDCA,-0.01
1270,GCA,Isovaleric.Acid,-0.01
3537,GCA.3OH.S,DCA.3OH.S,-0.01
6867,GCA.3OH.S,FoodGroupIntakeScore.ColdCuts,-0.01
2012,GCDCA,LCA,-0.01
4608,GDCA,Isobutyric.Acid,-0.01
3891,GDHCA,adolescentis,-0.01
6231,GDHCA,FoodGroupIntakeScore...liveOil,-0.01
5151,GDHCA,FoodGroupIntakeScore.Potatoes,-0.01
7491,GDHCA,FoodGroupIntakeScore.TotalSoftDrinks,-0.01
3621,GDHCA,GUDCA,-0.01
6141,GDHCA,PercentualTotalEnergyIntake.Alcohol,-0.01
4062,GHCA,Caproic.acid,-0.01
450,GHDCA,FoodGroupIntakeScore.CoffeTea,-0.01
3690,GHDCA,GUDCA,-0.01
284,GLCA,CA,-0.01
4064,GLCA,Caproic.acid,-0.01
2714,GLCA,TLCA,-0.01
851,GUDCA,GCA,-0.01
1841,GUDCA,GDHCA,-0.01
8051,GUDCA,GHDCA,-0.01
1301,GUDCA,Isovaleric.Acid,-0.01
2561,GUDCA,Leucine,-0.01
7331,GUDCA,MCA,-0.01
7144,HCA,Kidmed,-0.01
4899,HDCA,longum.longum,-0.01
5529,HDCA,MacroNutrientsCalculation.TotalProteinIntakeG,-0.01
5613,Heptanoic.Acid,PercentualTotalEnergyIntake.Protein,-0.01
1582,Isobutyric.Acid,GDCA,-0.01
3742,Isobutyric.Acid,longum.suillum,-0.01
6712,Isobutyric.Acid,MacroNutrientsCalculation.TotalFatIntakeG,-0.01
2311,Isoleucine,aMCA,-0.01
5101,Isoleucine,Butyric.Acid,-0.01
7935,Isovaleric.Acid,CDCA,-0.01
4335,Isovaleric.Acid,FoodGroupIntakeScore.Olives,-0.01
825,Isovaleric.Acid,GCA,-0.01
3615,Isovaleric.Acid,GUDCA,-0.01
6045,Isovaleric.Acid,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.01
3050,Kidmed,HCA,-0.01
4580,Kidmed,TCDCA,-0.01
1970,Kidmed,UDCA,-0.01
1463,LCA,animalis.animalis,-0.01
3533,LCA,DCA.3OH.S,-0.01
383,LCA,FoodGroupIntakeScore.CoffeTea,-0.01
6773,LCA,FoodGroupIntakeScore.RedMeatAndProducts,-0.01
6323,LCA,FoodGroupIntakeScore.VegetableOils,-0.01
2813,LCA,GCDCA,-0.01
2468,LCA.S,UDCA.3OH.S,-0.01
749,Leucine,CDCA.3OH.S,-0.01
5249,Leucine,FoodGroupIntakeScore.Legumes,-0.01
3629,Leucine,GUDCA,-0.01
7319,Leucine,MCA,-0.01
474,longum.infantis,DCA,-0.01
3475,longum.longum,HDCA,-0.01
582,longum.suillum,Acetic.Acid,-0.01
402,longum.suillum,FoodGroupIntakeScore.CoffeTea,-0.01
4632,longum.suillum,Isobutyric.Acid,-0.01
4812,longum.suillum,PercentualTotalEnergyIntake.Fat,-0.01
1328,MacroNutrientsCalculation.TotalAlcoholIntakeG,Isovaleric.Acid,-0.01
7358,MacroNutrientsCalculation.TotalAlcoholIntakeG,MCA,-0.01
158,MacroNutrientsCalculation.TotalAlcoholIntakeG,Propionic.Acid,-0.01
3224,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,THDCA,-0.01
2774,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,TLCA,-0.01
4665,MacroNutrientsCalculation.TotalFatIntakeG,Isobutyric.Acid,-0.01
975,MacroNutrientsCalculation.TotalFatIntakeG,TUDCA,-0.01
2505,MacroNutrientsCalculation.TotalFatIntakeG,UDCA.3OH.S,-0.01
3482,MacroNutrientsCalculation.TotalProteinIntakeG,HDCA,-0.01
5032,MCA,FoodGroupIntakeScore.FullFatDairyProducts,-0.01
3682,MCA,GUDCA,-0.01
2602,MCA,Leucine,-0.01
6112,MCA,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.01
1146,Methylbutyric.Acid,breve,-0.01
336,Methylbutyric.Acid,CA,-0.01
7896,Methylbutyric.Acid,TDCA,-0.01
1509,PercentualTotalEnergyIntake.Alcohol,animalis.animalis,-0.01
1869,PercentualTotalEnergyIntake.Alcohol,GDHCA,-0.01
2499,PercentualTotalEnergyIntake.Alcohol,UDCA.3OH.S,-0.01
3129,PercentualTotalEnergyIntake.Alcohol,Valine,-0.01
1403,PercentualTotalEnergyIntake.Carbohydrate,FoodGroupIntakeScore.Eggs,-0.01
1943,PercentualTotalEnergyIntake.Carbohydrate,UDCA,-0.01
7074,PercentualTotalEnergyIntake.Fat,FoodGroupIntakeScore.Fruits,-0.01
3744,PercentualTotalEnergyIntake.Fat,longum.suillum,-0.01
3843,PercentualTotalEnergyIntake.Protein,CA.3OH.S,-0.01
423,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.CoffeTea,-0.01
2943,PercentualTotalEnergyIntake.Protein,Heptanoic.Acid,-0.01
2763,PercentualTotalEnergyIntake.Protein,TLCA,-0.01
7382,Propionic.Acid,FoodGroupIntakeScore.RegularSoftDrinks,-0.01
6032,Propionic.Acid,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.01
3962,Propionic.Acid,pseudocatenulatum,-0.01
675,pseudocatenulatum,FoodGroupIntakeScore.LowFatDairyProducts,-0.01
135,pseudocatenulatum,Propionic.Acid,-0.01
1670,TaMCA,bifidum,-0.01
4100,TaMCA,Caproic.acid,-0.01
5960,TCA,FoodGroupIntakeScore.Sweeteners,-0.01
6950,TCA,FoodGroupIntakeScore.Vegetables,-0.01
771,TCDCA,CDCA.3OH.S,-0.01
7161,TCDCA,Kidmed,-0.01
8008,TDCA,CDCA,-0.01
718,TDCA,FoodGroupIntakeScore.LowFatDairyProducts,-0.01
6478,TDCA,FoodGroupIntakeScore.RefinedCereals,-0.01
5938,TDCA,Methylbutyric.Acid,-0.01
227,TDHCA,bMCA,-0.01
7247,TDHCA,FoodGroupIntakeScore.Fish,-0.01
5807,TDHCA,FoodGroupIntakeScore.FruitJuices,-0.01
6527,TDHCA,FoodGroupIntakeScore.Sweets,-0.01
7777,THCA,FoodGroupIntakeScore.DietSoftDrinks,-0.01
5257,THCA,FoodGroupIntakeScore.Legumes,-0.01
6967,THCA,FoodGroupIntakeScore.Vegetables,-0.01
5076,THDCA,Butyric.Acid,-0.01
6606,THDCA,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.01
1201,TLCA,GLCA,-0.01
6601,TLCA,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.01
5611,TLCA,PercentualTotalEnergyIntake.Protein,-0.01
5681,TUDCA,FoodGroupIntakeScore.SaltySnacks,-0.01
6671,TUDCA,MacroNutrientsCalculation.TotalFatIntakeG,-0.01
1102,UDCA,breve,-0.01
7942,UDCA,CDCA,-0.01
7492,UDCA,FoodGroupIntakeScore.TotalSoftDrinks,-0.01
7132,UDCA,Kidmed,-0.01
4702,UDCA,PercentualTotalEnergyIntake.Carbohydrate,-0.01
208,UDCA.3OH.S,bMCA,-0.01
3358,UDCA.3OH.S,LCA.S,-0.01
6688,UDCA.3OH.S,MacroNutrientsCalculation.TotalFatIntakeG,-0.01
6148,UDCA.3OH.S,PercentualTotalEnergyIntake.Alcohol,-0.01
2298,Valeric.Acid,aMCA,-0.01
678,Valeric.Acid,FoodGroupIntakeScore.LowFatDairyProducts,-0.01
5988,Valeric.Acid,FoodGroupIntakeScore.Sweeteners,-0.01
35,Valine,DHCA,-0.01
5975,Valine,FoodGroupIntakeScore.Sweeteners,-0.01
6155,Valine,PercentualTotalEnergyIntake.Alcohol,-0.01
7477,Acetic.Acid,FoodGroupIntakeScore.TotalSoftDrinks,-0.02
6667,Acetic.Acid,MacroNutrientsCalculation.TotalFatIntakeG,-0.02
224,adolescentis,bMCA,-0.02
1646,aMCA,bifidum,-0.02
3806,aMCA,CA.3OH.S,-0.02
4976,aMCA,FoodGroupIntakeScore.FullFatDairyProducts,-0.02
3176,aMCA,THDCA,-0.02
467,animalis.animalis,DCA,-0.02
2269,bifidum,aMCA,-0.02
6409,bifidum,FoodGroupIntakeScore.RefinedCereals,-0.02
3873,bMCA,adolescentis,-0.02
453,bMCA,DCA,-0.02
6393,bMCA,FoodGroupIntakeScore.RefinedCereals,-0.02
4963,breve,FoodGroupIntakeScore.FullFatDairyProducts,-0.02
2173,breve,FoodGroupIntakeScore.NonRefinedCereals,-0.02
6313,breve,FoodGroupIntakeScore.VegetableOils,-0.02
3613,breve,GUDCA,-0.02
4603,breve,Isobutyric.Acid,-0.02
1993,breve,LCA,-0.02
4377,Butyric.Acid,FoodGroupIntakeScore.Olives,-0.02
6807,Butyric.Acid,FoodGroupIntakeScore.RedMeatAndProducts,-0.02
2397,Butyric.Acid,GCA.3OH.S,-0.02
1947,Butyric.Acid,UDCA,-0.02
6484,CA,FoodGroupIntakeScore.Sweets,-0.02
6664,CA,MacroNutrientsCalculation.TotalFatIntakeG,-0.02
3064,CA,Valine,-0.02
2293,CA.3OH.S,aMCA,-0.02
1033,CA.3OH.S,GHCA,-0.02
1213,CA.3OH.S,GLCA,-0.02
2743,CA.3OH.S,TLCA,-0.02
3376,Caproic.acid,LCA.S,-0.02
1889,CDCA,GDHCA,-0.02
8019,CDCA.3OH.S,GHDCA,-0.02
3429,CDCA.3OH.S,HDCA,-0.02
1269,CDCA.3OH.S,Isovaleric.Acid,-0.02
6579,CDCA.3OH.S,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,-0.02
99,CDCA.3OH.S,Propionic.Acid,-0.02
1446,DCA,animalis.animalis,-0.02
186,DCA,bMCA,-0.02
2346,DCA,GCA.3OH.S,-0.02
7870,DCA.3OH.S,TDCA,-0.02
7561,DHCA,FoodGroupIntakeScore.Alcohol,-0.02
7381,DHCA,FoodGroupIntakeScore.RegularSoftDrinks,-0.02
7651,DHCA,FoodGroupIntakeScore.Sauces,-0.02
2881,DHCA,Heptanoic.Acid,-0.02
2071,DHCA,longum.infantis,-0.02
6031,DHCA,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.02
5830,FoodGroupIntakeScore...liveOil,FoodGroupIntakeScore.FruitJuices,-0.02
3490,FoodGroupIntakeScore...liveOil,HDCA,-0.02
4030,FoodGroupIntakeScore...liveOil,pseudocatenulatum,-0.02
85,FoodGroupIntakeScore.Alcohol,DHCA,-0.02
715,FoodGroupIntakeScore.Alcohol,FoodGroupIntakeScore.LowFatDairyProducts,-0.02
2885,FoodGroupIntakeScore.CoffeTea,Heptanoic.Acid,-0.02
1265,FoodGroupIntakeScore.CoffeTea,Isovaleric.Acid,-0.02
7216,FoodGroupIntakeScore.Eggs,FoodGroupIntakeScore.Fish,-0.02
2806,FoodGroupIntakeScore.Eggs,GCDCA,-0.02
4606,FoodGroupIntakeScore.Eggs,Isobutyric.Acid,-0.02
7846,FoodGroupIntakeScore.Eggs,TDCA,-0.02
1431,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.Eggs,-0.02
4401,FoodGroupIntakeScore.Fish,FoodGroupIntakeScore.Olives,-0.02
6275,FoodGroupIntakeScore.FruitJuices,FoodGroupIntakeScore...liveOil,-0.02
7549,FoodGroupIntakeScore.Fruits,FoodGroupIntakeScore.TotalSoftDrinks,-0.02
4669,FoodGroupIntakeScore.Fruits,Isobutyric.Acid,-0.02
3319,FoodGroupIntakeScore.Fruits,THCA,-0.02
2306,FoodGroupIntakeScore.FullFatDairyProducts,aMCA,-0.02
1136,FoodGroupIntakeScore.FullFatDairyProducts,breve,-0.02
7349,FoodGroupIntakeScore.Legumes,MCA,-0.02
4469,FoodGroupIntakeScore.Legumes,TaMCA,-0.02
7889,FoodGroupIntakeScore.Legumes,TDCA,-0.02
1949,FoodGroupIntakeScore.Legumes,UDCA,-0.02
7568,FoodGroupIntakeScore.LowFatDairyProducts,FoodGroupIntakeScore.Alcohol,-0.02
7658,FoodGroupIntakeScore.LowFatDairyProducts,FoodGroupIntakeScore.Sauces,-0.02
1105,FoodGroupIntakeScore.NonRefinedCereals,breve,-0.02
1915,FoodGroupIntakeScore.NonRefinedCereals,UDCA,-0.02
1560,FoodGroupIntakeScore.Nuts,GDCA,-0.02
4890,FoodGroupIntakeScore.Nuts,longum.longum,-0.02
5520,FoodGroupIntakeScore.Nuts,MacroNutrientsCalculation.TotalProteinIntakeG,-0.02
4800,FoodGroupIntakeScore.Nuts,PercentualTotalEnergyIntake.Fat,-0.02
5089,FoodGroupIntakeScore.Olives,Butyric.Acid,-0.02
7249,FoodGroupIntakeScore.Olives,FoodGroupIntakeScore.Fish,-0.02
2839,FoodGroupIntakeScore.Olives,GCDCA,-0.02
1228,FoodGroupIntakeScore.Potatoes,GLCA,-0.02
7348,FoodGroupIntakeScore.Potatoes,MCA,-0.02
2940,FoodGroupIntakeScore.Poultry,Heptanoic.Acid,-0.02
6180,FoodGroupIntakeScore.Poultry,PercentualTotalEnergyIntake.Alcohol,-0.02
3300,FoodGroupIntakeScore.Poultry,THCA,-0.02
5116,FoodGroupIntakeScore.RedMeatAndProducts,Butyric.Acid,-0.02
2146,FoodGroupIntakeScore.RedMeatAndProducts,longum.infantis,-0.02
1692,FoodGroupIntakeScore.RefinedCereals,bifidum,-0.02
252,FoodGroupIntakeScore.RefinedCereals,bMCA,-0.02
3222,FoodGroupIntakeScore.RefinedCereals,THDCA,-0.02
83,FoodGroupIntakeScore.RegularSoftDrinks,DHCA,-0.02
4294,FoodGroupIntakeScore.SaltySnacks,Valeric.Acid,-0.02
86,FoodGroupIntakeScore.Sauces,DHCA,-0.02
716,FoodGroupIntakeScore.Sauces,FoodGroupIntakeScore.LowFatDairyProducts,-0.02
2857,FoodGroupIntakeScore.Sweeteners,GCDCA,-0.02
157,FoodGroupIntakeScore.Sweeteners,Propionic.Acid,-0.02
1957,FoodGroupIntakeScore.Sweeteners,UDCA,-0.02
343,FoodGroupIntakeScore.Sweets,CA,-0.02
624,FoodGroupIntakeScore.TotalSoftDrinks,Acetic.Acid,-0.02
7104,FoodGroupIntakeScore.TotalSoftDrinks,FoodGroupIntakeScore.Fruits,-0.02
5574,FoodGroupIntakeScore.TotalSoftDrinks,MacroNutrientsCalculation.TotalProteinIntakeG,-0.02
3324,FoodGroupIntakeScore.TotalSoftDrinks,THCA,-0.02
3234,FoodGroupIntakeScore.TotalSoftDrinks,THDCA,-0.02
1151,FoodGroupIntakeScore.VegetableOils,breve,-0.02
4668,FoodGroupIntakeScore.Vegetables,Isobutyric.Acid,-0.02
5658,FoodGroupIntakeScore.Vegetables,PercentualTotalEnergyIntake.Protein,-0.02
2508,FoodGroupIntakeScore.Vegetables,UDCA.3OH.S,-0.02
1720,GCA,TCA,-0.02
3070,GCA,Valine,-0.02
5067,GCA.3OH.S,Butyric.Acid,-0.02
477,GCA.3OH.S,DCA,-0.02
7137,GCA.3OH.S,Kidmed,-0.02
2007,GCA.3OH.S,LCA,-0.02
1382,GCDCA,FoodGroupIntakeScore.Eggs,-0.02
4352,GCDCA,FoodGroupIntakeScore.Olives,-0.02
5972,GCDCA,FoodGroupIntakeScore.Sweeteners,-0.02
1292,GCDCA,Isovaleric.Acid,-0.02
4802,GCDCA,PercentualTotalEnergyIntake.Fat,-0.02
122,GCDCA,Propionic.Acid,-0.02
2628,GDCA,FoodGroupIntakeScore.Nuts,-0.02
7128,GDCA,Kidmed,-0.02
7941,GDHCA,CDCA,-0.02
4251,GDHCA,Valeric.Acid,-0.02
3792,GHCA,CA.3OH.S,-0.02
8022,GHCA,GHDCA,-0.02
4422,GHCA,TaMCA,-0.02
810,GHDCA,CDCA.3OH.S,-0.02
1080,GHDCA,GHCA,-0.02
3794,GLCA,CA.3OH.S,-0.02
5144,GLCA,FoodGroupIntakeScore.Potatoes,-0.02
7844,GLCA,TDCA,-0.02
1121,GUDCA,breve,-0.02
5441,GUDCA,Isoleucine,-0.02
4541,GUDCA,TCDCA,-0.02
759,HDCA,CDCA.3OH.S,-0.02
6249,HDCA,FoodGroupIntakeScore...liveOil,-0.02
33,Heptanoic.Acid,DHCA,-0.02
393,Heptanoic.Acid,FoodGroupIntakeScore.CoffeTea,-0.02
5343,Heptanoic.Acid,FoodGroupIntakeScore.Poultry,-0.02
4803,Heptanoic.Acid,PercentualTotalEnergyIntake.Fat,-0.02
4443,Heptanoic.Acid,TaMCA,-0.02
4533,Heptanoic.Acid,TCDCA,-0.02
1132,Isobutyric.Acid,breve,-0.02
1402,Isobutyric.Acid,FoodGroupIntakeScore.Eggs,-0.02
7072,Isobutyric.Acid,FoodGroupIntakeScore.Fruits,-0.02
6982,Isobutyric.Acid,FoodGroupIntakeScore.Vegetables,-0.02
3382,Isobutyric.Acid,LCA.S,-0.02
3661,Isoleucine,GUDCA,-0.02
735,Isovaleric.Acid,CDCA.3OH.S,-0.02
375,Isovaleric.Acid,FoodGroupIntakeScore.CoffeTea,-0.02
2805,Isovaleric.Acid,GCDCA,-0.02
2420,Kidmed,GCA.3OH.S,-0.02
1610,Kidmed,GDCA,-0.02
1103,LCA,breve,-0.02
2363,LCA,GCA.3OH.S,-0.02
4088,LCA.S,Caproic.acid,-0.02
4628,LCA.S,Isobutyric.Acid,-0.02
5528,LCA.S,MacroNutrientsCalculation.TotalProteinIntakeG,-0.02
4439,Leucine,TaMCA,-0.02
24,longum.infantis,DHCA,-0.02
6774,longum.infantis,FoodGroupIntakeScore.RedMeatAndProducts,-0.02
4794,longum.infantis,PercentualTotalEnergyIntake.Fat,-0.02
2665,longum.longum,FoodGroupIntakeScore.Nuts,-0.02
3205,longum.longum,THDCA,-0.02
68,MacroNutrientsCalculation.TotalAlcoholIntakeG,DHCA,-0.02
5558,MacroNutrientsCalculation.TotalAlcoholIntakeG,MacroNutrientsCalculation.TotalProteinIntakeG,-0.02
794,MacroNutrientsCalculation.TotalCarbohydrateIntakeG,CDCA.3OH.S,-0.02
615,MacroNutrientsCalculation.TotalFatIntakeG,Acetic.Acid,-0.02
345,MacroNutrientsCalculation.TotalFatIntakeG,CA,-0.02
4575,MacroNutrientsCalculation.TotalFatIntakeG,TCDCA,-0.02
1965,MacroNutrientsCalculation.TotalFatIntakeG,UDCA,-0.02
2672,MacroNutrientsCalculation.TotalProteinIntakeG,FoodGroupIntakeScore.Nuts,-0.02
7532,MacroNutrientsCalculation.TotalProteinIntakeG,FoodGroupIntakeScore.TotalSoftDrinks,-0.02
3392,MacroNutrientsCalculation.TotalProteinIntakeG,LCA.S,-0.02
6092,MacroNutrientsCalculation.TotalProteinIntakeG,MacroNutrientsCalculation.TotalAlcoholIntakeG,-0.02
5302,MCA,FoodGroupIntakeScore.Legumes,-0.02
5212,MCA,FoodGroupIntakeScore.Potatoes,-0.02
982,MCA,TUDCA,-0.02
5379,PercentualTotalEnergyIntake.Alcohol,FoodGroupIntakeScore.Poultry,-0.02
2664,PercentualTotalEnergyIntake.Fat,FoodGroupIntakeScore.Nuts,-0.02
2844,PercentualTotalEnergyIntake.Fat,GCDCA,-0.02
2934,PercentualTotalEnergyIntake.Fat,Heptanoic.Acid,-0.02
2124,PercentualTotalEnergyIntake.Fat,longum.infantis,-0.02
6993,PercentualTotalEnergyIntake.Protein,FoodGroupIntakeScore.Vegetables,-0.02
722,Propionic.Acid,CDCA.3OH.S,-0.02
5942,Propionic.Acid,FoodGroupIntakeScore.Sweeteners,-0.02
2792,Propionic.Acid,GCDCA,-0.02
6255,pseudocatenulatum,FoodGroupIntakeScore...liveOil,-0.02
5270,TaMCA,FoodGroupIntakeScore.Legumes,-0.02
1040,TaMCA,GHCA,-0.02
2930,TaMCA,Heptanoic.Acid,-0.02
2570,TaMCA,Leucine,-0.02
830,TCA,GCA,-0.02
3651,TCDCA,GUDCA,-0.02
2931,TCDCA,Heptanoic.Acid,-0.02
6711,TCDCA,MacroNutrientsCalculation.TotalFatIntakeG,-0.02
3201,TCDCA,THDCA,-0.02
3598,TDCA,DCA.3OH.S,-0.02
1438,TDCA,FoodGroupIntakeScore.Eggs,-0.02
5308,TDCA,FoodGroupIntakeScore.Legumes,-0.02
1258,TDCA,GLCA,-0.02
2788,TDCA,TLCA,-0.02
1937,TDHCA,UDCA,-0.02
3107,TDHCA,Valine,-0.02
7057,THCA,FoodGroupIntakeScore.Fruits,-0.02
5347,THCA,FoodGroupIntakeScore.Poultry,-0.02
7507,THCA,FoodGroupIntakeScore.TotalSoftDrinks,-0.02
2286,THDCA,aMCA,-0.02
6426,THDCA,FoodGroupIntakeScore.RefinedCereals,-0.02
7506,THDCA,FoodGroupIntakeScore.TotalSoftDrinks,-0.02
4896,THDCA,longum.longum,-0.02
4536,THDCA,TCDCA,-0.02
3811,TLCA,CA.3OH.S,-0.02
7861,TLCA,TDCA,-0.02
7301,TUDCA,MCA,-0.02
5062,UDCA,Butyric.Acid,-0.02
5242,UDCA,FoodGroupIntakeScore.Legumes,-0.02
2182,UDCA,FoodGroupIntakeScore.NonRefinedCereals,-0.02
5962,UDCA,FoodGroupIntakeScore.Sweeteners,-0.02
6682,UDCA,MacroNutrientsCalculation.TotalFatIntakeG,-0.02
4162,UDCA,TDHCA,-0.02
6958,UDCA.3OH.S,FoodGroupIntakeScore.Vegetables,-0.02
5718,Valeric.Acid,FoodGroupIntakeScore.SaltySnacks,-0.02
1848,Valeric.Acid,GDHCA,-0.02
305,Valine,CA,-0.02
845,Valine,GCA,-0.02
4175,Valine,TDHCA,-0.02
817,Acetic.Acid,GCA,-0.03
1484,adolescentis,animalis.animalis,-0.03
7784,adolescentis,FoodGroupIntakeScore.DietSoftDrinks,-0.03
2834,adolescentis,GCDCA,-0.03
1034,adolescentis,GHCA,-0.03
1754,adolescentis,TCA,-0.03
476,aMCA,DCA,-0.03
2546,aMCA,Leucine,-0.03
4166,aMCA,TDHCA,-0.03
3887,animalis.animalis,adolescentis,-0.03
2357,animalis.animalis,GCA.3OH.S,-0.03
2447,animalis.animalis,UDCA.3OH.S,-0.03
469,bifidum,DCA,-0.03
3423,bMCA,HDCA,-0.03
3333,bMCA,LCA.S,-0.03
5683,breve,FoodGroupIntakeScore.SaltySnacks,-0.03
1857,Butyric.Acid,GDHCA,-0.03
8067,Butyric.Acid,GHDCA,-0.03
7347,Butyric.Acid,MCA,-0.03
4594,CA,Isobutyric.Acid,-0.03
4234,CA,Valeric.Acid,-0.03
7153,CA.3OH.S,Kidmed,-0.03
5533,CA.3OH.S,MacroNutrientsCalculation.TotalProteinIntakeG,-0.03
5893,CA.3OH.S,Methylbutyric.Acid,-0.03
7873,CA.3OH.S,TDCA,-0.03
5356,Caproic.acid,FoodGroupIntakeScore.Poultry,-0.03
89,CDCA,DHCA,-0.03
5409,CDCA.3OH.S,Isoleucine,-0.03
5859,CDCA.3OH.S,Methylbutyric.Acid,-0.03
2709,CDCA.3OH.S,TLCA,-0.03
2256,DCA,aMCA,-0.03
1626,DCA,bifidum,-0.03
7921,DHCA,CDCA,-0.03
4951,DHCA,FoodGroupIntakeScore.FullFatDairyProducts,-0.03
6301,DHCA,FoodGroupIntakeScore.VegetableOils,-0.03
1330,FoodGroupIntakeScore...liveOil,Isovaleric.Acid,-0.03
6305,FoodGroupIntakeScore.CoffeTea,FoodGroupIntakeScore.VegetableOils,-0.03
5495,FoodGroupIntakeScore.CoffeTea,MacroNutrientsCalculation.TotalProteinIntakeG,-0.03
1967,FoodGroupIntakeScore.ColdCuts,UDCA,-0.03
3957,FoodGroupIntakeScore.DietSoftDrinks,adolescentis,-0.03
1881,FoodGroupIntakeScore.Fish,GDHCA,-0.03
4671,FoodGroupIntakeScore.Fish,Isobutyric.Acid,-0.03
4491,FoodGroupIntakeScore.Fish,TaMCA,-0.03
56,FoodGroupIntakeScore.FullFatDairyProducts,DHCA,-0.03
956,FoodGroupIntakeScore.FullFatDairyProducts,TUDCA,-0.03
7439,FoodGroupIntakeScore.Legumes,FoodGroupIntakeScore.RegularSoftDrinks,-0.03
2399,FoodGroupIntakeScore.Legumes,GCA.3OH.S,-0.03
3029,FoodGroupIntakeScore.Legumes,HCA,-0.03
4289,FoodGroupIntakeScore.Legumes,Valeric.Acid,-0.03
4598,FoodGroupIntakeScore.LowFatDairyProducts,Isobutyric.Acid,-0.03
1988,FoodGroupIntakeScore.LowFatDairyProducts,LCA,-0.03
2528,FoodGroupIntakeScore.LowFatDairyProducts,Leucine,-0.03
3068,FoodGroupIntakeScore.LowFatDairyProducts,Valine,-0.03
5695,FoodGroupIntakeScore.NonRefinedCereals,FoodGroupIntakeScore.SaltySnacks,-0.03
4710,FoodGroupIntakeScore.Nuts,PercentualTotalEnergyIntake.Carbohydrate,-0.03
3270,FoodGroupIntakeScore.Nuts,THCA,-0.03
1920,FoodGroupIntakeScore.Nuts,UDCA,-0.03
6799,FoodGroupIntakeScore.Olives,FoodGroupIntakeScore.RedMeatAndProducts,-0.03
6349,FoodGroupIntakeScore.Olives,FoodGroupIntakeScore.VegetableOils,-0.03
1849,FoodGroupIntakeScore.Olives,GDHCA,-0.03
6808,FoodGroupIntakeScore.Potatoes,FoodGroupIntakeScore.RedMeatAndProducts,-0.03
1048,FoodGroupIntakeScore.Potatoes,GHCA,-0.03
4110,FoodGroupIntakeScore.Poultry,Caproic.acid,-0.03
